z,dz,dm,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0
1.5770,0.0560,0.1895,0.3307,0.3307,0.3307,0.3307,0.3582,0.3774,0.4159,0.5085,0.7783
1.6335,0.0570,0.1854,0.3311,0.3311,0.3311,0.3311,0.3594,0.3802,0.4191,0.5160,0.7931
1.6915,0.0590,0.1800,0.3296,0.3296,0.3296,0.3296,0.3585,0.3810,0.4200,0.5208,0.8036
1.7515,0.0610,0.1750,0.3285,0.3285,0.3285,0.3285,0.3581,0.3825,0.4217,0.5268,0.8157
1.8135,0.0630,0.1701,0.3280,0.3280,0.3280,0.3280,0.3582,0.3847,0.4242,0.5339,0.8294
1.8775,0.0650,0.1654,0.3279,0.3279,0.3279,0.3279,0.3589,0.3878,0.4275,0.5422,0.8447
1.9435,0.0670,0.1609,0.3283,0.3283,0.3283,0.3283,0.3601,0.3916,0.4316,0.5518,0.8617
2.0115,0.0690,0.1566,0.3292,0.3292,0.3292,0.3292,0.3618,0.3962,0.4366,0.5625,0.8804
2.0815,0.0710,0.1524,0.3305,0.3305,0.3305,0.3305,0.3641,0.4016,0.4425,0.5745,0.9009
2.1535,0.0730,0.1484,0.3323,0.3323,0.3323,0.3323,0.3669,0.4079,0.4492,0.5879,0.9231
2.2280,0.0760,0.1438,0.3329,0.3329,0.3329,0.3329,0.3682,0.4129,0.4545,0.5995,0.9424
2.3050,0.0780,0.1401,0.3358,0.3358,0.3358,0.3358,0.3722,0.4211,0.4632,0.6159,0.9689
2.3845,0.0810,0.1359,0.3375,0.3375,0.3375,0.3375,0.3749,0.4281,0.4706,0.6308,0.9926
2.4670,0.0840,0.1319,0.3398,0.3398,0.3398,0.3398,0.3782,0.4364,0.4793,0.6476,1.0188
2.5525,0.0870,0.1280,0.3428,0.3428,0.3428,0.3428,0.3824,0.4458,0.4892,0.6662,1.0476
2.6410,0.0900,0.1243,0.3464,0.3464,0.3464,0.3464,0.3872,0.4565,0.5004,0.6869,1.0792
2.7325,0.0930,0.1208,0.3507,0.3507,0.3507,0.3507,0.3927,0.4684,0.5129,0.7097,1.1135
2.8275,0.0970,0.1169,0.3541,0.3541,0.3541,0.3541,0.3974,0.4798,0.5247,0.7318,1.1462
2.9260,0.1000,0.1136,0.3598,0.3598,0.3598,0.3598,0.4045,0.4947,0.5402,0.7594,1.1868
3.0280,0.1040,0.1101,0.3648,0.3648,0.3648,0.3648,0.4109,0.5092,0.5552,0.7866,1.2261
3.1340,0.1080,0.1067,0.3706,0.3706,0.3706,0.3706,0.4182,0.5254,0.5720,0.8166,1.2691
3.2440,0.1120,0.1035,0.3772,0.3772,0.3772,0.3772,0.4265,0.5434,0.5906,0.8496,1.3160
3.3585,0.1170,0.1000,0.3834,0.3834,0.3834,0.3834,0.4343,0.5616,0.6092,0.8830,1.3627
3.4775,0.1210,0.0971,0.3918,0.3918,0.3918,0.3918,0.4446,0.5837,0.6320,0.9228,1.4183
3.6010,0.1260,0.0940,0.3999,0.3999,0.3999,0.3999,0.4545,0.6062,0.6550,0.9634,1.4741
3.7295,0.1310,0.0910,0.4090,0.4090,0.4090,0.4090,0.4656,0.6311,0.6805,1.0081,1.5350
3.8635,0.1370,0.0879,0.4180,0.4180,0.4180,0.4180,0.4766,0.6568,0.7066,1.0542,1.5970
4.0035,0.1430,0.0850,0.4283,0.4283,0.4283,0.4283,0.4890,0.6855,0.7357,1.1054,1.6652
4.1495,0.1490,0.0822,0.4397,0.4397,0.4397,0.4397,0.5028,0.7173,0.7680,1.1619,1.7399
4.3015,0.1550,0.0796,0.4524,0.4524,0.4524,0.4524,0.5180,0.7523,0.8035,1.2238,1.8213
4.4600,0.1620,0.0768,0.4654,0.4654,0.4654,0.4654,0.5335,0.7891,0.8406,1.2889,1.9056
4.6260,0.1700,0.0741,0.4788,0.4788,0.4788,0.4788,0.5495,0.8281,0.8798,1.3579,1.9938
4.7995,0.1770,0.0716,0.4948,0.4948,0.4948,0.4948,0.5686,0.8734,0.9253,1.4373,2.0953
4.9810,0.1860,0.0690,0.5104,0.5104,0.5104,0.5104,0.5872,0.9196,0.9714,1.5186,2.1973
5.1710,0.1940,0.0667,0.5289,0.5289,0.5289,0.5289,0.6090,0.9729,1.0247,1.6120,2.3143
5.3700,0.2040,0.0642,0.5472,0.5472,0.5472,0.5472,0.6307,1.0281,1.0795,1.7087,2.4333
5.5790,0.2140,0.0618,0.5677,0.5677,0.5677,0.5677,0.6549,1.0897,1.1406,1.8164,2.5651
5.7985,0.2250,0.0595,0.5894,0.5894,0.5894,0.5894,0.6806,1.1563,1.2064,1.9328,2.7059
6.0290,0.2360,0.0573,0.6136,0.6136,0.6136,0.6136,0.7090,1.2305,1.2796,2.0624,2.8615
6.2710,0.2480,0.0552,0.6394,0.6394,0.6394,0.6394,0.7393,1.3111,1.3588,2.2029,3.0285
6.5255,0.2610,0.0530,0.6671,0.6671,0.6671,0.6671,0.7718,1.3989,1.4449,2.3562,3.2085
6.7935,0.2750,0.0510,0.6968,0.6968,0.6968,0.6968,0.8067,1.4951,1.5388,2.5238,3.4034
7.0760,0.2900,0.0489,0.7290,0.7290,0.7290,0.7290,0.8443,1.6007,1.6416,2.7079,3.6152
7.3740,0.3060,0.0470,0.7639,0.7639,0.7639,0.7639,0.8852,1.7170,1.7545,2.9106,3.8459
7.6890,0.3240,0.0450,0.8010,0.8010,0.8010,0.8010,0.9285,1.8436,1.8767,3.1311,4.0938
8.0220,0.3420,0.0432,0.8425,0.8425,0.8425,0.8425,0.9768,1.9861,2.0142,3.3794,4.3708
8.3745,0.3630,0.0413,0.8859,0.8859,0.8859,0.8859,1.0275,2.1401,2.1619,3.6479,4.6658
8.7480,0.3840,0.0396,0.9347,0.9347,0.9347,0.9347,1.0843,2.3144,2.3287,3.9515,4.9970
9.1440,0.4080,0.0379,0.9865,0.9865,0.9865,0.9865,1.1446,2.5046,2.5098,4.2831,5.3534
9.5650,0.4340,0.0362,1.0430,1.0430,1.0430,1.0430,1.2102,2.7161,2.7106,4.6521,5.7455
10.0125,0.4610,0.0346,1.1056,1.1056,1.1056,1.1056,1.2830,2.9545,2.9360,5.0679,6.1828
10.4890,0.4920,0.0330,1.1725,1.1725,1.1725,1.1725,1.3606,3.2164,3.1826,5.5252,6.6567
10.9975,0.5250,0.0314,1.2464,1.2464,1.2464,1.2464,1.4463,3.5116,3.4594,6.0407,7.1849
11.5405,0.5610,0.0299,1.3274,1.3274,1.3274,1.3274,1.5402,3.8426,3.7685,6.6191,7.7699
12.1210,0.6000,0.0285,1.4166,1.4166,1.4166,1.4166,1.6434,4.2155,4.1153,7.2711,8.4209
12.7425,0.6430,0.0271,1.5143,1.5143,1.5143,1.5143,1.7565,4.6349,4.5035,8.0048,9.1435
13.4090,0.6900,0.0257,1.6221,1.6221,1.6221,1.6221,1.8812,5.1093,4.9407,8.8354,9.9504
14.1250,0.7420,0.0244,1.7409,1.7409,1.7409,1.7409,2.0185,5.6460,5.4329,9.7759,10.8510
14.8960,0.8000,0.0231,1.8719,1.8719,1.8719,1.8719,2.1697,6.2546,5.9884,10.8433,11.8580
15.7275,0.8630,0.0218,2.0182,2.0182,2.0182,2.0182,2.3386,6.9523,6.6222,12.0678,12.9971
16.6260,0.9340,0.0206,2.1799,2.1799,2.1799,2.1799,2.5251,7.7473,7.3406,13.4645,14.2758
17.5990,1.0120,0.0195,2.3611,2.3611,2.3611,2.3611,2.7340,8.6637,8.1645,15.0760,15.7289
18.6550,1.1000,0.0183,2.5629,2.5629,2.5629,2.5629,2.9665,9.7174,9.1067,16.9307,17.3737
19.8040,1.1980,0.0172,2.7899,2.7899,2.7899,2.7899,3.2277,10.9394,10.1934,19.0839,19.2523
21.0570,1.3080,0.0162,3.0454,3.0454,3.0454,3.0454,3.5217,12.3607,11.4502,21.5910,21.4026
22.4265,1.4310,0.0152,3.3348,3.3348,3.3348,3.3348,3.8545,14.0239,12.9125,24.5282,23.8785
