z,dz,dm,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0
0.4235,0.0290,0.3367,0.3973,0.3973,0.3973,0.3973,0.4118,0.4295,0.4653,0.4990,0.6458
0.4525,0.0290,0.3292,0.3911,0.3911,0.3911,0.3911,0.4058,0.4227,0.4581,0.4924,0.6408
0.4820,0.0300,0.3175,0.3799,0.3799,0.3799,0.3799,0.3946,0.4105,0.4452,0.4797,0.6277
0.5120,0.0300,0.3105,0.3745,0.3745,0.3745,0.3745,0.3894,0.4046,0.4390,0.4742,0.6240
0.5425,0.0310,0.2999,0.3645,0.3645,0.3645,0.3645,0.3794,0.3937,0.4274,0.4630,0.6127
0.5740,0.0320,0.2897,0.3551,0.3551,0.3551,0.3551,0.3701,0.3835,0.4166,0.4525,0.6024
0.6060,0.0320,0.2836,0.3506,0.3506,0.3506,0.3506,0.3659,0.3787,0.4117,0.4485,0.6006
0.6385,0.0330,0.2742,0.3422,0.3422,0.3422,0.3422,0.3575,0.3696,0.4021,0.4394,0.5920
0.6720,0.0340,0.2653,0.3342,0.3342,0.3342,0.3342,0.3496,0.3612,0.3932,0.4310,0.5843
0.7060,0.0340,0.2599,0.3307,0.3307,0.3307,0.3307,0.3463,0.3575,0.3894,0.4284,0.5842
0.7405,0.0350,0.2517,0.3236,0.3236,0.3236,0.3236,0.3394,0.3500,0.3815,0.4212,0.5780
0.7760,0.0360,0.2439,0.3169,0.3169,0.3169,0.3169,0.3328,0.3430,0.3741,0.4146,0.5726
0.8120,0.0360,0.2390,0.3141,0.3141,0.3141,0.3141,0.3304,0.3403,0.3714,0.4132,0.5742
0.8485,0.0370,0.2318,0.3082,0.3082,0.3082,0.3082,0.3246,0.3342,0.3650,0.4078,0.5702
0.8860,0.0380,0.2249,0.3027,0.3027,0.3027,0.3027,0.3192,0.3286,0.3591,0.4029,0.5669
0.9245,0.0390,0.2183,0.2975,0.2975,0.2975,0.2975,0.3143,0.3234,0.3538,0.3986,0.5644
0.9640,0.0400,0.2119,0.2927,0.2927,0.2927,0.2927,0.3097,0.3187,0.3489,0.3949,0.5627
1.0045,0.0410,0.2058,0.2883,0.2883,0.2883,0.2883,0.3055,0.3145,0.3444,0.3918,0.5617
1.0460,0.0420,0.2000,0.2842,0.2842,0.2842,0.2842,0.3016,0.3106,0.3404,0.3892,0.5615
1.0885,0.0430,0.1944,0.2804,0.2804,0.2804,0.2804,0.2981,0.3072,0.3369,0.3872,0.5620
1.1320,0.0440,0.1890,0.2769,0.2769,0.2769,0.2769,0.2949,0.3042,0.3338,0.3857,0.5632
1.1765,0.0450,0.1838,0.2738,0.2738,0.2738,0.2738,0.2921,0.3016,0.3312,0.3848,0.5652
1.2220,0.0460,0.1788,0.2709,0.2709,0.2709,0.2709,0.2896,0.2994,0.3290,0.3844,0.5679
1.2685,0.0470,0.1740,0.2684,0.2684,0.2684,0.2684,0.2873,0.2976,0.3272,0.3846,0.5713
1.3165,0.0490,0.1680,0.2640,0.2640,0.2640,0.2640,0.2832,0.2939,0.3232,0.3823,0.5711
1.3660,0.0500,0.1636,0.2621,0.2621,0.2621,0.2621,0.2816,0.2930,0.3224,0.3837,0.5762
1.4165,0.0510,0.1593,0.2604,0.2604,0.2604,0.2604,0.2804,0.2925,0.3219,0.3856,0.5821
1.4685,0.0530,0.1541,0.2571,0.2571,0.2571,0.2571,0.2774,0.2902,0.3196,0.3854,0.5846
1.5220,0.0540,0.1501,0.2561,0.2561,0.2561,0.2561,0.2768,0.2906,0.3201,0.3886,0.5922
1.5770,0.0560,0.1453,0.2535,0.2535,0.2535,0.2535,0.2746,0.2894,0.3189,0.3898,0.5967
1.6335,0.0570,0.1417,0.2531,0.2531,0.2531,0.2531,0.2747,0.2906,0.3203,0.3944,0.6061
1.6915,0.0590,0.1372,0.2512,0.2512,0.2512,0.2512,0.2732,0.2904,0.3201,0.3970,0.6125
1.7515,0.0610,0.1330,0.2498,0.2498,0.2498,0.2498,0.2722,0.2908,0.3205,0.4005,0.6201
1.8135,0.0630,0.1289,0.2487,0.2487,0.2487,0.2487,0.2716,0.2917,0.3216,0.4048,0.6288
1.8775,0.0650,0.1251,0.2479,0.2479,0.2479,0.2479,0.2714,0.2932,0.3232,0.4100,0.6387
1.9435,0.0670,0.1213,0.2476,0.2476,0.2476,0.2476,0.2716,0.2953,0.3255,0.4161,0.6498
2.0115,0.0690,0.1177,0.2476,0.2476,0.2476,0.2476,0.2721,0.2980,0.3284,0.4230,0.6621
2.0815,0.0710,0.1143,0.2479,0.2479,0.2479,0.2479,0.2731,0.3012,0.3319,0.4309,0.6757
2.1535,0.0730,0.1110,0.2486,0.2486,0.2486,0.2486,0.2744,0.3051,0.3360,0.4397,0.6905
2.2280,0.0760,0.1073,0.2485,0.2485,0.2485,0.2485,0.2748,0.3082,0.3392,0.4474,0.7034
2.3050,0.0780,0.1043,0.2499,0.2499,0.2499,0.2499,0.2770,0.3134,0.3448,0.4584,0.7211
2.3845,0.0810,0.1009,0.2506,0.2506,0.2506,0.2506,0.2784,0.3179,0.3495,0.4684,0.7370
2.4670,0.0840,0.0977,0.2517,0.2517,0.2517,0.2517,0.2802,0.3233,0.3551,0.4797,0.7547
2.5525,0.0870,0.0946,0.2533,0.2533,0.2533,0.2533,0.2826,0.3295,0.3615,0.4924,0.7743
2.6410,0.0900,0.0916,0.2554,0.2554,0.2554,0.2554,0.2854,0.3365,0.3689,0.5064,0.7956
2.7325,0.0930,0.0888,0.2579,0.2579,0.2579,0.2579,0.2888,0.3445,0.3772,0.5220,0.8189
2.8275,0.0970,0.0858,0.2599,0.2599,0.2599,0.2599,0.2917,0.3521,0.3851,0.5371,0.8412
2.9260,0.1000,0.0832,0.2634,0.2634,0.2634,0.2634,0.2962,0.3622,0.3955,0.5559,0.8688
3.0280,0.1040,0.0804,0.2665,0.2665,0.2665,0.2665,0.3002,0.3719,0.4056,0.5746,0.8956
3.1340,0.1080,0.0778,0.2701,0.2701,0.2701,0.2701,0.3048,0.3829,0.4169,0.5951,0.9250
3.2440,0.1120,0.0752,0.2743,0.2743,0.2743,0.2743,0.3101,0.3952,0.4295,0.6178,0.9570
3.3585,0.1170,0.0726,0.2782,0.2782,0.2782,0.2782,0.3151,0.4075,0.4421,0.6408,0.9889
3.4775,0.1210,0.0703,0.2837,0.2837,0.2837,0.2837,0.3219,0.4226,0.4576,0.6681,1.0269
3.6010,0.1260,0.0679,0.2889,0.2889,0.2889,0.2889,0.3284,0.4380,0.4732,0.6960,1.0650
3.7295,0.1310,0.0656,0.2949,0.2949,0.2949,0.2949,0.3356,0.4550,0.4906,0.7267,1.1066
3.8635,0.1370,0.0633,0.3008,0.3008,0.3008,0.3008,0.3429,0.4725,0.5084,0.7585,1.1490
4.0035,0.1430,0.0610,0.3075,0.3075,0.3075,0.3075,0.3511,0.4922,0.5283,0.7937,1.1956
4.1495,0.1490,0.0589,0.3151,0.3151,0.3151,0.3151,0.3602,0.5139,0.5503,0.8325,1.2467
4.3015,0.1550,0.0569,0.3235,0.3235,0.3235,0.3235,0.3704,0.5379,0.5745,0.8750,1.3022
4.4600,0.1620,0.0548,0.3321,0.3321,0.3321,0.3321,0.3807,0.5631,0.5998,0.9197,1.3598
4.6260,0.1700,0.0528,0.3410,0.3410,0.3410,0.3410,0.3914,0.5898,0.6266,0.9671,1.4200
4.7995,0.1770,0.0509,0.3517,0.3517,0.3517,0.3517,0.4041,0.6208,0.6576,1.0215,1.4892
4.9810,0.1860,0.0490,0.3621,0.3621,0.3621,0.3621,0.4166,0.6524,0.6892,1.0774,1.5588
5.1710,0.1940,0.0472,0.3744,0.3744,0.3744,0.3744,0.4312,0.6888,0.7255,1.1412,1.6384
5.3700,0.2040,0.0454,0.3867,0.3867,0.3867,0.3867,0.4457,0.7266,0.7629,1.2075,1.7196
5.5790,0.2140,0.0436,0.4004,0.4004,0.4004,0.4004,0.4619,0.7686,0.8045,1.2812,1.8093
5.7985,0.2250,0.0419,0.4150,0.4150,0.4150,0.4150,0.4792,0.8141,0.8494,1.3608,1.9051
6.0290,0.2360,0.0403,0.4312,0.4312,0.4312,0.4312,0.4982,0.8647,0.8992,1.4493,2.0108
6.2710,0.2480,0.0387,0.4485,0.4485,0.4485,0.4485,0.5186,0.9196,0.9531,1.5452,2.1242
6.5255,0.2610,0.0371,0.4670,0.4670,0.4670,0.4670,0.5403,0.9794,1.0116,1.6496,2.2464
6.7935,0.2750,0.0356,0.4870,0.4870,0.4870,0.4870,0.5638,1.0449,1.0754,1.7638,2.3785
7.0760,0.2900,0.0341,0.5086,0.5086,0.5086,0.5086,0.5890,1.1167,1.1452,1.8891,2.5220
7.3740,0.3060,0.0327,0.5320,0.5320,0.5320,0.5320,0.6164,1.1957,1.2218,2.0269,2.6783
7.6890,0.3240,0.0313,0.5569,0.5569,0.5569,0.5569,0.6455,1.2817,1.3047,2.1768,2.8460
8.0220,0.3420,0.0300,0.5846,0.5846,0.5846,0.5846,0.6779,1.3783,1.3977,2.3452,3.0332
8.3745,0.3630,0.0286,0.6138,0.6138,0.6138,0.6138,0.7119,1.4827,1.4978,2.5273,3.2326
8.7480,0.3840,0.0274,0.6464,0.6464,0.6464,0.6464,0.7499,1.6006,1.6105,2.7329,3.4559
9.1440,0.4080,0.0261,0.6811,0.6811,0.6811,0.6811,0.7903,1.7293,1.7329,2.9573,3.6963
9.5650,0.4340,0.0249,0.7189,0.7189,0.7189,0.7189,0.8342,1.8723,1.8684,3.2067,3.9604
10.0125,0.4610,0.0238,0.7608,0.7608,0.7608,0.7608,0.8828,2.0331,2.0204,3.4874,4.2546
10.4890,0.4920,0.0226,0.8056,0.8056,0.8056,0.8056,0.9348,2.2098,2.1866,3.7960,4.5734
10.9975,0.5250,0.0215,0.8549,0.8549,0.8549,0.8549,0.9920,2.4087,2.3729,4.1434,4.9282
11.5405,0.5610,0.0205,0.9090,0.9090,0.9090,0.9090,1.0547,2.6315,2.5807,4.5328,5.3209
12.1210,0.6000,0.0195,0.9685,0.9685,0.9685,0.9685,1.1236,2.8822,2.8136,4.9713,5.7574
12.7425,0.6430,0.0185,1.0337,1.0337,1.0337,1.0337,1.1990,3.1639,3.0742,5.4642,6.2415
13.4090,0.6900,0.0175,1.1055,1.1055,1.1055,1.1055,1.2821,3.4821,3.3672,6.0216,6.7816
14.1250,0.7420,0.0166,1.1846,1.1846,1.1846,1.1846,1.3735,3.8419,3.6970,6.6522,7.3838
14.8960,0.8000,0.0157,1.2718,1.2718,1.2718,1.2718,1.4742,4.2496,4.0687,7.3673,8.0568
15.7275,0.8630,0.0148,1.3691,1.3691,1.3691,1.3691,1.5864,4.7163,4.4924,8.1866,8.8170
16.6260,0.9340,0.0140,1.4766,1.4766,1.4766,1.4766,1.7104,5.2478,4.9723,9.1204,9.6699
17.5990,1.0120,0.0132,1.5969,1.5969,1.5969,1.5969,1.8491,5.8596,5.5220,10.1964,10.6380
18.6550,1.1000,0.0124,1.7308,1.7308,1.7308,1.7308,2.0034,6.5625,6.1501,11.4339,11.7331
19.8040,1.1980,0.0116,1.8813,1.8813,1.8813,1.8813,2.1766,7.3769,6.8738,12.8690,12.9826
21.0570,1.3080,0.0109,2.0506,2.0506,2.0506,2.0506,2.3714,8.3231,7.7100,14.5384,14.4114
22.4265,1.4310,0.0102,2.2422,2.2422,2.2422,2.2422,2.5916,9.4291,8.6819,16.4918,16.0549

