z,dz,dm,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0
0.5120,0.0300,0.3704,0.4467,0.4467,0.4467,0.4467,0.4645,0.4825,0.5236,0.5656,0.7443
0.5425,0.0310,0.3593,0.4367,0.4367,0.4367,0.4367,0.4546,0.4717,0.5122,0.5547,0.7342
0.5740,0.0320,0.3486,0.4274,0.4274,0.4274,0.4274,0.4454,0.4616,0.5015,0.5447,0.7251
0.6060,0.0320,0.3430,0.4241,0.4241,0.4241,0.4241,0.4425,0.4581,0.4980,0.5425,0.7265
0.6385,0.0330,0.3331,0.4157,0.4157,0.4157,0.4157,0.4343,0.4490,0.4885,0.5338,0.7192
0.6720,0.0340,0.3237,0.4078,0.4078,0.4078,0.4078,0.4265,0.4406,0.4796,0.5259,0.7128
0.7060,0.0340,0.3186,0.4053,0.4053,0.4053,0.4053,0.4245,0.4381,0.4773,0.5250,0.7161
0.7405,0.0350,0.3098,0.3982,0.3982,0.3982,0.3982,0.4176,0.4307,0.4695,0.5183,0.7113
0.7760,0.0360,0.3013,0.3916,0.3916,0.3916,0.3916,0.4112,0.4238,0.4623,0.5123,0.7075
0.8120,0.0360,0.2967,0.3899,0.3899,0.3899,0.3899,0.4100,0.4223,0.4610,0.5128,0.7126
0.8485,0.0370,0.2888,0.3840,0.3840,0.3840,0.3840,0.4044,0.4163,0.4547,0.5080,0.7103
0.8860,0.0380,0.2813,0.3785,0.3785,0.3785,0.3785,0.3992,0.4109,0.4491,0.5038,0.7089
0.9245,0.0390,0.2740,0.3734,0.3734,0.3734,0.3734,0.3944,0.4059,0.4440,0.5003,0.7084
0.9640,0.0400,0.2670,0.3687,0.3687,0.3687,0.3687,0.3901,0.4015,0.4394,0.4975,0.7088
1.0045,0.0410,0.2602,0.3645,0.3645,0.3645,0.3645,0.3862,0.3976,0.4354,0.4953,0.7101
1.0460,0.0420,0.2537,0.3606,0.3606,0.3606,0.3606,0.3827,0.3941,0.4319,0.4938,0.7124
1.0885,0.0430,0.2475,0.3570,0.3570,0.3570,0.3570,0.3796,0.3912,0.4290,0.4930,0.7156
1.1320,0.0440,0.2415,0.3539,0.3539,0.3539,0.3539,0.3769,0.3887,0.4265,0.4928,0.7197
1.1765,0.0450,0.2356,0.3510,0.3510,0.3510,0.3510,0.3745,0.3867,0.4246,0.4934,0.7247
1.2220,0.0460,0.2300,0.3486,0.3486,0.3486,0.3486,0.3725,0.3852,0.4232,0.4946,0.7306
1.2685,0.0470,0.2246,0.3464,0.3464,0.3464,0.3464,0.3709,0.3842,0.4223,0.4964,0.7375
1.3165,0.0490,0.2175,0.3417,0.3417,0.3417,0.3417,0.3666,0.3805,0.4184,0.4949,0.7393
1.3660,0.0500,0.2125,0.3404,0.3404,0.3404,0.3404,0.3658,0.3806,0.4187,0.4984,0.7484
1.4165,0.0510,0.2076,0.3393,0.3393,0.3393,0.3393,0.3654,0.3811,0.4195,0.5026,0.7586
1.4685,0.0530,0.2014,0.3360,0.3360,0.3360,0.3360,0.3626,0.3793,0.4177,0.5036,0.7639
1.5220,0.0540,0.1968,0.3357,0.3357,0.3357,0.3357,0.3630,0.3810,0.4197,0.5095,0.7765
1.5770,0.0560,0.1911,0.3333,0.3333,0.3333,0.3333,0.3611,0.3804,0.4192,0.5125,0.7845
1.6335,0.0570,0.1869,0.3338,0.3338,0.3338,0.3338,0.3623,0.3833,0.4225,0.5202,0.7994
1.6915,0.0590,0.1815,0.3323,0.3323,0.3323,0.3323,0.3614,0.3841,0.4234,0.5251,0.8101
1.7515,0.0610,0.1764,0.3312,0.3312,0.3312,0.3312,0.3610,0.3856,0.4251,0.5311,0.8224
1.8135,0.0630,0.1715,0.3307,0.3307,0.3307,0.3307,0.3612,0.3879,0.4277,0.5384,0.8363
1.8775,0.0650,0.1668,0.3307,0.3307,0.3307,0.3307,0.3619,0.3910,0.4311,0.5468,0.8518
1.9435,0.0670,0.1623,0.3311,0.3311,0.3311,0.3311,0.3632,0.3949,0.4353,0.5564,0.8690
2.0115,0.0690,0.1579,0.3320,0.3320,0.3320,0.3320,0.3649,0.3996,0.4404,0.5673,0.8880
2.0815,0.0710,0.1537,0.3334,0.3334,0.3334,0.3334,0.3672,0.4051,0.4463,0.5795,0.9087
2.1535,0.0730,0.1497,0.3353,0.3353,0.3353,0.3353,0.3701,0.4115,0.4531,0.5930,0.9312
2.2280,0.0760,0.1451,0.3358,0.3358,0.3358,0.3358,0.3715,0.4165,0.4585,0.6048,0.9508
2.3050,0.0780,0.1414,0.3388,0.3388,0.3388,0.3388,0.3755,0.4248,0.4673,0.6214,0.9775
2.3845,0.0810,0.1371,0.3405,0.3405,0.3405,0.3405,0.3782,0.4320,0.4748,0.6365,1.0015
2.4670,0.0840,0.1331,0.3429,0.3429,0.3429,0.3429,0.3817,0.4403,0.4836,0.6534,1.0280
2.5525,0.0870,0.1292,0.3459,0.3459,0.3459,0.3459,0.3858,0.4499,0.4936,0.6723,1.0572
2.6410,0.0900,0.1254,0.3496,0.3496,0.3496,0.3496,0.3907,0.4607,0.5050,0.6933,1.0891
2.7325,0.0930,0.1219,0.3539,0.3539,0.3539,0.3539,0.3964,0.4728,0.5176,0.7163,1.1238
2.8275,0.0970,0.1180,0.3575,0.3575,0.3575,0.3575,0.4011,0.4843,0.5296,0.7387,1.1569
2.9260,0.1000,0.1147,0.3632,0.3632,0.3632,0.3632,0.4084,0.4994,0.5453,0.7666,1.1980
3.0280,0.1040,0.1111,0.3682,0.3682,0.3682,0.3682,0.4148,0.5140,0.5605,0.7940,1.2377
3.1340,0.1080,0.1077,0.3741,0.3741,0.3741,0.3741,0.4222,0.5304,0.5775,0.8244,1.2813
3.2440,0.1120,0.1045,0.3808,0.3808,0.3808,0.3808,0.4306,0.5487,0.5963,0.8578,1.3287
3.3585,0.1170,0.1010,0.3871,0.3871,0.3871,0.3871,0.4385,0.5670,0.6151,0.8916,1.3759
3.4775,0.1210,0.0981,0.3956,0.3956,0.3956,0.3956,0.4489,0.5894,0.6382,0.9319,1.4322
3.6010,0.1260,0.0949,0.4038,0.4038,0.4038,0.4038,0.4590,0.6122,0.6615,0.9729,1.4886
3.7295,0.1310,0.0919,0.4131,0.4131,0.4131,0.4131,0.4702,0.6373,0.6872,1.0181,1.5502
3.8635,0.1370,0.0888,0.4222,0.4222,0.4222,0.4222,0.4813,0.6633,0.7137,1.0648,1.6129
4.0035,0.1430,0.0859,0.4326,0.4326,0.4326,0.4326,0.4939,0.6924,0.7431,1.1165,1.6819
4.1495,0.1490,0.0830,0.4442,0.4442,0.4442,0.4442,0.5079,0.7245,0.7758,1.1736,1.7575
4.3015,0.1550,0.0804,0.4570,0.4570,0.4570,0.4570,0.5233,0.7600,0.8117,1.2363,1.8399
4.4600,0.1620,0.0776,0.4702,0.4702,0.4702,0.4702,0.5390,0.7972,0.8492,1.3021,1.9252
4.6260,0.1700,0.0748,0.4837,0.4837,0.4837,0.4837,0.5552,0.8367,0.8889,1.3719,2.0144
4.7995,0.1770,0.0724,0.5000,0.5000,0.5000,0.5000,0.5745,0.8825,0.9349,1.4523,2.1171
4.9810,0.1860,0.0697,0.5157,0.5157,0.5157,0.5157,0.5933,0.9292,0.9816,1.5345,2.2203
5.1710,0.1940,0.0674,0.5344,0.5344,0.5344,0.5344,0.6155,0.9832,1.0355,1.6290,2.3386
5.3700,0.2040,0.0649,0.5530,0.5530,0.5530,0.5530,0.6374,1.0390,1.0909,1.7268,2.4591
5.5790,0.2140,0.0625,0.5737,0.5737,0.5737,0.5737,0.6619,1.1013,1.1527,1.8357,2.5924
5.7985,0.2250,0.0602,0.5957,0.5957,0.5957,0.5957,0.6878,1.1687,1.2193,1.9535,2.7349
6.0290,0.2360,0.0579,0.6202,0.6202,0.6202,0.6202,0.7167,1.2438,1.2934,2.0846,2.8924
6.2710,0.2480,0.0558,0.6463,0.6463,0.6463,0.6463,0.7473,1.3253,1.3736,2.2268,3.0613
6.5255,0.2610,0.0536,0.6743,0.6743,0.6743,0.6743,0.7802,1.4142,1.4607,2.3818,3.2435
6.7935,0.2750,0.0515,0.7045,0.7045,0.7045,0.7045,0.8155,1.5115,1.5557,2.5515,3.4407
7.0760,0.2900,0.0495,0.7371,0.7371,0.7371,0.7371,0.8537,1.6183,1.6597,2.7377,3.6550
7.3740,0.3060,0.0475,0.7724,0.7724,0.7724,0.7724,0.8950,1.7361,1.7739,2.9428,3.8886
7.6890,0.3240,0.0455,0.8099,0.8099,0.8099,0.8099,0.9388,1.8641,1.8976,3.1659,4.1394
8.0220,0.3420,0.0437,0.8519,0.8519,0.8519,0.8519,0.9878,2.0084,2.0367,3.4173,4.4198
8.3745,0.3630,0.0418,0.8959,0.8959,0.8959,0.8959,1.0391,2.1642,2.1862,3.6889,4.7183
8.7480,0.3840,0.0401,0.9453,0.9453,0.9453,0.9453,1.0966,2.3406,2.3550,3.9963,5.0535
9.1440,0.4080,0.0383,0.9977,0.9977,0.9977,0.9977,1.1576,2.5330,2.5384,4.3318,5.4143
9.5650,0.4340,0.0366,1.0549,1.0549,1.0549,1.0549,1.2240,2.7472,2.7416,4.7052,5.8111
10.0125,0.4610,0.0350,1.1183,1.1183,1.1183,1.1183,1.2977,2.9884,2.9697,5.1261,6.2538
10.4890,0.4920,0.0333,1.1860,1.1860,1.1860,1.1860,1.3763,3.2535,3.2193,5.5889,6.7335
10.9975,0.5250,0.0318,1.2609,1.2609,1.2609,1.2609,1.4631,3.5523,3.4995,6.1107,7.2681
11.5405,0.5610,0.0303,1.3429,1.3429,1.3429,1.3429,1.5581,3.8874,3.8124,6.6962,7.8604
12.1210,0.6000,0.0288,1.4331,1.4331,1.4331,1.4331,1.6626,4.2649,4.1635,7.3562,8.5195
12.7425,0.6430,0.0274,1.5321,1.5321,1.5321,1.5321,1.7772,4.6894,4.5565,8.0989,9.2510
13.4090,0.6900,0.0260,1.6413,1.6413,1.6413,1.6413,1.9034,5.1696,4.9990,8.9397,10.0680
14.1250,0.7420,0.0247,1.7616,1.7616,1.7616,1.7616,2.0424,5.7130,5.4974,9.8918,10.9798
14.8960,0.8000,0.0233,1.8942,1.8942,1.8942,1.8942,2.1956,6.3292,6.0598,10.9725,11.9994
15.7275,0.8630,0.0221,2.0423,2.0423,2.0423,2.0423,2.3666,7.0355,6.7014,12.2122,13.1527
16.6260,0.9340,0.0209,2.2061,2.2061,2.2061,2.2061,2.5554,7.8405,7.4289,13.6264,14.4474
17.5990,1.0120,0.0197,2.3896,2.3896,2.3896,2.3896,2.7670,8.7683,8.2631,15.2580,15.9188
18.6550,1.1000,0.0185,2.5940,2.5940,2.5940,2.5940,3.0024,9.8352,9.2171,17.1360,17.5843
19.8040,1.1980,0.0174,2.8238,2.8238,2.8238,2.8238,3.2670,11.0726,10.3175,19.3163,19.4867
21.0570,1.3080,0.0164,3.0827,3.0827,3.0827,3.0827,3.5648,12.5118,11.5902,21.8550,21.6642
22.4265,1.4310,0.0154,3.3758,3.3758,3.3758,3.3758,3.9018,14.1961,13.0711,24.8294,24.1716
