z,dz,dm,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0
0.7405,0.0350,0.3965,0.5097,0.5097,0.5097,0.5097,0.5346,0.5513,0.6009,0.6634,0.9105
0.7760,0.0360,0.3870,0.5029,0.5029,0.5029,0.5029,0.5281,0.5442,0.5937,0.6579,0.9085
0.8120,0.0360,0.3825,0.5026,0.5026,0.5026,0.5026,0.5286,0.5445,0.5943,0.6612,0.9188
0.8485,0.0370,0.3737,0.4967,0.4967,0.4967,0.4967,0.5232,0.5386,0.5883,0.6572,0.9189
0.8860,0.0380,0.3652,0.4914,0.4914,0.4914,0.4914,0.5183,0.5335,0.5831,0.6541,0.9204
0.9245,0.0390,0.3571,0.4866,0.4866,0.4866,0.4866,0.5140,0.5290,0.5786,0.6520,0.9231
0.9640,0.0400,0.3492,0.4824,0.4824,0.4824,0.4824,0.5103,0.5252,0.5748,0.6507,0.9272
1.0045,0.0410,0.3417,0.4786,0.4786,0.4786,0.4786,0.5071,0.5221,0.5718,0.6504,0.9325
1.0460,0.0420,0.3345,0.4753,0.4753,0.4753,0.4753,0.5045,0.5195,0.5694,0.6509,0.9391
1.0885,0.0430,0.3275,0.4725,0.4725,0.4725,0.4725,0.5023,0.5177,0.5677,0.6524,0.9469
1.1320,0.0440,0.3208,0.4701,0.4701,0.4701,0.4701,0.5007,0.5164,0.5667,0.6547,0.9561
1.1765,0.0450,0.3143,0.4682,0.4682,0.4682,0.4682,0.4995,0.5158,0.5663,0.6580,0.9666
1.2220,0.0460,0.3080,0.4667,0.4667,0.4667,0.4667,0.4988,0.5158,0.5667,0.6622,0.9783
1.2685,0.0470,0.3019,0.4657,0.4657,0.4657,0.4657,0.4986,0.5165,0.5677,0.6673,0.9914
1.3165,0.0490,0.2934,0.4609,0.4609,0.4609,0.4609,0.4945,0.5132,0.5644,0.6675,0.9971
1.3660,0.0500,0.2878,0.4609,0.4609,0.4609,0.4609,0.4954,0.5154,0.5670,0.6749,1.0135
1.4165,0.0510,0.2823,0.4614,0.4614,0.4614,0.4614,0.4968,0.5182,0.5704,0.6833,1.0314
1.4685,0.0530,0.2747,0.4584,0.4584,0.4584,0.4584,0.4946,0.5174,0.5698,0.6871,1.0422
1.5220,0.0540,0.2696,0.4599,0.4599,0.4599,0.4599,0.4972,0.5218,0.5749,0.6979,1.0636
1.5770,0.0560,0.2626,0.4582,0.4582,0.4582,0.4582,0.4963,0.5229,0.5762,0.7044,1.0782
1.6335,0.0570,0.2579,0.4606,0.4606,0.4606,0.4606,0.5000,0.5290,0.5830,0.7178,1.1032
1.6915,0.0590,0.2514,0.4601,0.4601,0.4601,0.4601,0.5004,0.5319,0.5863,0.7271,1.1218
1.7515,0.0610,0.2451,0.4603,0.4603,0.4603,0.4603,0.5017,0.5359,0.5908,0.7381,1.1428
1.8135,0.0630,0.2391,0.4612,0.4612,0.4612,0.4612,0.5037,0.5410,0.5964,0.7508,1.1662
1.8775,0.0650,0.2334,0.4628,0.4628,0.4628,0.4628,0.5065,0.5473,0.6033,0.7652,1.1921
1.9435,0.0670,0.2279,0.4650,0.4650,0.4650,0.4650,0.5101,0.5547,0.6114,0.7815,1.2206
2.0115,0.0690,0.2226,0.4680,0.4680,0.4680,0.4680,0.5144,0.5633,0.6207,0.7997,1.2517
2.0815,0.0710,0.2175,0.4716,0.4716,0.4716,0.4716,0.5195,0.5731,0.6313,0.8197,1.2854
2.1535,0.0730,0.2126,0.4760,0.4760,0.4760,0.4760,0.5254,0.5841,0.6433,0.8419,1.3220
2.2280,0.0760,0.2066,0.4783,0.4783,0.4783,0.4783,0.5290,0.5932,0.6529,0.8613,1.3540
2.3050,0.0780,0.2021,0.4842,0.4842,0.4842,0.4842,0.5367,0.6072,0.6679,0.8882,1.3971
2.3845,0.0810,0.1966,0.4882,0.4882,0.4882,0.4882,0.5423,0.6194,0.6809,0.9126,1.4360
2.4670,0.0840,0.1914,0.4933,0.4933,0.4933,0.4933,0.5491,0.6334,0.6957,0.9400,1.4789
2.5525,0.0870,0.1864,0.4993,0.4993,0.4993,0.4993,0.5569,0.6493,0.7125,0.9704,1.5259
2.6410,0.0900,0.1817,0.5062,0.5062,0.5062,0.5062,0.5658,0.6671,0.7312,1.0039,1.5771
2.7325,0.0930,0.1771,0.5142,0.5142,0.5142,0.5142,0.5759,0.6869,0.7521,1.0407,1.6328
2.8275,0.0970,0.1719,0.5209,0.5209,0.5209,0.5209,0.5846,0.7058,0.7718,1.0765,1.6859
2.9260,0.1000,0.1677,0.5311,0.5311,0.5311,0.5311,0.5971,0.7302,0.7974,1.1209,1.7518
3.0280,0.1040,0.1630,0.5401,0.5401,0.5401,0.5401,0.6085,0.7540,0.8221,1.1647,1.8155
3.1340,0.1080,0.1585,0.5505,0.5505,0.5505,0.5505,0.6213,0.7805,0.8497,1.2130,1.8853
3.2440,0.1120,0.1542,0.5621,0.5621,0.5621,0.5621,0.6356,0.8099,0.8802,1.2662,1.9613
3.3585,0.1170,0.1495,0.5731,0.5731,0.5731,0.5731,0.6491,0.8394,0.9106,1.3198,2.0368
3.4775,0.1210,0.1456,0.5876,0.5876,0.5876,0.5876,0.6667,0.8755,0.9479,1.3841,2.1272
3.6010,0.1260,0.1414,0.6016,0.6016,0.6016,0.6016,0.6837,0.9119,0.9854,1.4494,2.2176
3.7295,0.1310,0.1374,0.6172,0.6172,0.6172,0.6172,0.7026,0.9524,1.0269,1.5213,2.3165
3.8635,0.1370,0.1331,0.6327,0.6327,0.6327,0.6327,0.7213,0.9940,1.0695,1.5956,2.4170
4.0035,0.1430,0.1290,0.6501,0.6501,0.6501,0.6501,0.7423,1.0406,1.1169,1.6781,2.5278
4.1495,0.1490,0.1252,0.6696,0.6696,0.6696,0.6696,0.7656,1.0922,1.1694,1.7692,2.6493
4.3015,0.1550,0.1215,0.6911,0.6911,0.6911,0.6911,0.7912,1.1492,1.2273,1.8694,2.7820
4.4600,0.1620,0.1177,0.7129,0.7129,0.7129,0.7129,0.8173,1.2089,1.2878,1.9745,2.9193
4.6260,0.1700,0.1138,0.7355,0.7355,0.7355,0.7355,0.8442,1.2722,1.3516,2.0860,3.0629
4.7995,0.1770,0.1104,0.7625,0.7625,0.7625,0.7625,0.8762,1.3459,1.4259,2.2149,3.2289
4.9810,0.1860,0.1066,0.7887,0.7887,0.7887,0.7887,0.9073,1.4210,1.5011,2.3466,3.3953
5.1710,0.1940,0.1033,0.8197,0.8197,0.8197,0.8197,0.9440,1.5080,1.5883,2.4985,3.5870
5.3700,0.2040,0.0997,0.8504,0.8504,0.8504,0.8504,0.9803,1.5979,1.6778,2.6556,3.7819
5.5790,0.2140,0.0964,0.8848,0.8848,0.8848,0.8848,1.0207,1.6984,1.7777,2.8311,3.9980
5.7985,0.2250,0.0930,0.9212,0.9212,0.9212,0.9212,1.0637,1.8072,1.8855,3.0209,4.2291
6.0290,0.2360,0.0899,0.9618,0.9618,0.9618,0.9618,1.1113,1.9287,2.0057,3.2326,4.4852
6.2710,0.2480,0.0867,1.0050,1.0050,1.0050,1.0050,1.1621,2.0608,2.1359,3.4627,4.7603
6.5255,0.2610,0.0836,1.0514,1.0514,1.0514,1.0514,1.2165,2.2050,2.2775,3.7137,5.0572
6.7935,0.2750,0.0806,1.1013,1.1013,1.1013,1.1013,1.2749,2.3630,2.4321,3.9889,5.3791
7.0760,0.2900,0.0776,1.1554,1.1554,1.1554,1.1554,1.3381,2.5368,2.6016,4.2914,5.7293
7.3740,0.3060,0.0747,1.2140,1.2140,1.2140,1.2140,1.4066,2.7285,2.7881,4.6252,6.1116
7.6890,0.3240,0.0717,1.2762,1.2762,1.2762,1.2762,1.4792,2.9372,2.9900,4.9885,6.5223
8.0220,0.3420,0.0690,1.3459,1.3459,1.3459,1.3459,1.5606,3.1731,3.2179,5.3991,6.9829
8.3745,0.3630,0.0662,1.4190,1.4190,1.4190,1.4190,1.6458,3.4278,3.4627,5.8428,7.4732
8.7480,0.3840,0.0636,1.5012,1.5012,1.5012,1.5012,1.7415,3.7171,3.7400,6.3464,8.0255
9.1440,0.4080,0.0610,1.5885,1.5885,1.5885,1.5885,1.8430,4.0328,4.0413,6.8966,8.6200
9.5650,0.4340,0.0584,1.6837,1.6837,1.6837,1.6837,1.9536,4.3846,4.3757,7.5098,9.2749
10.0125,0.4610,0.0559,1.7895,1.7895,1.7895,1.7895,2.0766,4.7821,4.7522,8.2028,10.0075
10.4890,0.4920,0.0535,1.9025,1.9025,1.9025,1.9025,2.2077,5.2190,5.1641,8.9652,10.8012
10.9975,0.5250,0.0511,2.0276,2.0276,2.0276,2.0276,2.3528,5.7125,5.6276,9.8266,11.6879
11.5405,0.5610,0.0488,2.1648,2.1648,2.1648,2.1648,2.5118,6.2668,6.1459,10.7948,12.6715
12.1210,0.6000,0.0465,2.3161,2.3161,2.3161,2.3161,2.6870,6.8924,6.7285,11.8883,13.7682
12.7425,0.6430,0.0443,2.4821,2.4821,2.4821,2.4821,2.8791,7.5971,7.3817,13.1207,14.9872
13.4090,0.6900,0.0422,2.6655,2.6655,2.6655,2.6655,3.0912,8.3956,8.1185,14.5184,16.3506
14.1250,0.7420,0.0401,2.8678,2.8678,2.8678,2.8678,3.3250,9.3004,8.9495,16.1034,17.8745
14.8960,0.8000,0.0381,3.0909,3.0909,3.0909,3.0909,3.5828,10.3279,9.8883,17.9049,19.5805
15.7275,0.8630,0.0361,3.3407,3.3407,3.3407,3.3407,3.8711,11.5083,10.9618,19.9760,21.5144
16.6260,0.9340,0.0342,3.6170,3.6170,3.6170,3.6170,4.1898,12.8550,12.1802,22.3415,23.6876
17.5990,1.0120,0.0324,3.9272,3.9272,3.9272,3.9272,4.5474,14.4105,13.5802,25.0761,26.1620
18.6550,1.1000,0.0306,4.2730,4.2730,4.2730,4.2730,4.9458,16.2013,15.1831,28.2277,28.9663
19.8040,1.1980,0.0288,4.6624,4.6624,4.6624,4.6624,5.3942,18.2820,17.0353,31.8932,32.1746
21.0570,1.3080,0.0271,5.1016,5.1016,5.1016,5.1016,5.8995,20.7061,19.1809,36.1684,35.8526
22.4265,1.4310,0.0255,5.5996,5.5996,5.5996,5.5996,6.4722,23.5482,21.6820,41.1863,40.0953
